id,code,name,user_type_id:id,reconcile,chart_template_id:id
5320-10,5320-10,ค่าใช้จ่ายเบ็ดเตล็ด,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5320-11,5320-11,ค่าใช้จ่ายยานพาหนะ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5320-12,5320-12,ค่าวัสดุสำนักงาน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5330-01,5330-01,ค่าโทรศัพท์,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5330-02,5330-02,ค่าไฟฟ้า,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5330-03,5330-03,ค่าน้ำประปา,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5330-04,5330-04,ค่าไปรษณีย์,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5340-02,5340-02,ค่าเสื่อมราคา-อาคาร,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5340-03,5340-03,ค่าเสื่อมราคา-อุปกรณ์สำนักงาน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5340-04,5340-04,ค่าเสื่อมราคา-เครื่องตกแต่งสำนักงาน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5340-05,5340-05,ค่าเสื่อมราคา-ยานพาหนะ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5340-31,5340-31,ค่าเสื่อมราคา-เครื่องจักร,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5350-01,5350-01,ค่าเบี้ยประกัน-อาคาร,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5350-02,5350-02,ค่าเบี้ยประกัน-อุปกรณ์,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5350-03,5350-03,ค่าเบี้ยประกัน-เครื่องตกแต่ง,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5350-04,5350-04,ค่าเบี้ยประกัน-ยานพาหนะ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5350-05,5350-05,ค่าเบี้ยประกันภัย-ยานพาหนะ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5350-06,5350-06,ค่าเบี้ยประกันภัย-อัคคีภัย,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-01,5360-01,ภาษีบำรุงท้องที่และภาษีโรงเรือน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-02,5360-02,ค่าภาษียานพาหนะ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-03,5360-03,ภาษีป้าย,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-04,5360-04,ค่าธรรมเนียมธนาคาร,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-05,5360-05,ค่าตรวจสอบบัญชีและปรึกษากฏหมาย,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-06,5360-06,ค่าธรรมเนียมหนังสือค้ำประกัน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-07,5360-07,ค่าจัดตั้งบริษัท,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-08,5360-08,ค่าจัดทำบัญชี,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-09,5360-09,ค่าสอบบัญชี,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-10,5360-10,ค่าธรรมเนียมอื่น,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5360-11,5360-11,ค่าภาษีป้ายรถยนต์,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-01,5370-01,ดอกเบี้ยจ่าย,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-02,5370-02,หนี้สงสัยจะสูญ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-03,5370-03,ค่ารับรอง,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-04,5370-04,ค่าบริจาคการกุศล,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-05,5370-05,ส่วนลดจากการขายลดเช็ค,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-06,5370-06,ดอกเบี้ยเช่าซื้อ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-07,5370-07,กำไรขาดทุนจากอัตราแลกเปลี่ยน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5370-11,5370-11,หนังสือรับรอง,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5380-00,5380-00,หนี้สูญ,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5390-01,5390-01,ภาษีซื้อไม่ขอคืน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5390-02,5390-02,ภาษีซื้อขอคืนไม่ได้,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5390-03,5390-03,เบี้ยปรับเงินเพิ่ม,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5390-04,5390-04,ค่าภาษีถูกหัก ณ ที่จ่ายไม่ขอคืน,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
5390-05,5390-05,รายจ่ายต้องห้ามตามม.65 ตรี,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
6000-00,6000-00,ภาษีเงินได้นิติบุคคล,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
9999-99,9999-99,บัญชีพัก,account.data_account_type_expenses,TRUE,l10n_th_thaiodoo_c1.chart
